"Name","Disc. Date","Host Name","z","dL (Mpc)","Type"
"psnj2316+3359","2015/07/28","UGC 12474","0.01025","45.719","Ia Pec"
"SN2009nr","2009/12/22","UGC 8255","0.011224","46","Ia"
"SN1991bd","1991/10/15","UGC 2936","0.01272","46","Ia"
"SN2004fv","2004/11/04","NGC 6492","0.014","46","Ia"
"SN2007ft","2007/07/15","NGC 4677","0.0104","46","Ia"
"SN1983L","1983/06/14","NGC 7038","0.016","46","Ia"
"SN2008cc","2008/04/24","ESO 107-G4","0.0104","46.39","Ia"
"SN2009fj","2009/05/27","ESO 267-G16","0.0104","46.39","Ia"
"SN2016bfu","2016/03/20","IC 2150","0.010404","46.4109","Ia"
"SN2013ex","2013/08/19","NGC 1954","0.010441","46.5773",".Ia"
"SN1999dq","1999/09/02","NGC 976","0.01433,0.01433","47","Ia-91T"
"SN2006lf","2006/10/26","UGC 3108","0.013189","47","Ia"
"SN2019tja","2019/10/25","IC 5173B","0.010621","47.3867","Ia"
"SN1997ei","1997/12/23","NGC 3963","0.01063,0.011","47.427","Ic"
"SN2019lek","2019/07/12","CGCG 068-074","0.01063","47.427","Ia"
"SN2011ao","2011/03/03","IC 2973","0.010694","47.715","Ia"
"SN2013gn","2013/11/16","NGC 5557","0.010737","47.9085","Ia"
"SN2002cd","2002/04/08","NGC 6916","0.010344","48","Ia"
"SN2001fh","2001/11/03","2MASX J21204248+4423590","0.01299,0.01299","48","Ia Pec"
"SN1998dk","1998/08/19","UGC 139","0.01322,0.01319,0.01322","48","Ia"
"SN2010it","2010/10/11","NGC 1417","0.0137","48","Ia"
"SN2020xyw","2020/10/22","IC 2200A","0.010834","48.3448","Ia"
"SN2009ab","2009/02/08","UGC 2998","0.01087,0.01117","48.507","Ia"
"SN2008fg","2008/08/30","NGC 1268","0.01088","48.552","Ia"
"SN2010Y","2010/02/08","NGC 3392","0.0109,0.0113,0.0109,0.0114","48.64","Ia"
"SN2001C","2001/01/04","CGCG 285-012","0.0109,0.0111","48.64","Ia"
"SN2016fej","2016/08/22","NGC 6942","0.010914","48.7048","Ia"
"ASASSN-15aj","2015/01/08","NGC 3449","0.010921","48.7362","Ia"
"SN2002dp","2002/06/18","NGC 7678","0.011639","49","Ia"
"SN2018oh","2018/02/03","UGC 4780","0.010981","49.0062","Ia"
"SN2012ij","2012/12/29","MCG +03-30-38","0.010998","49.0827","Ia"
"ASASSN-15db","2015/02/15","NGC 5996","0.010998","49.0827","Ia"
"SN2012V","2012/01/25","NGC 6829","0.011","49.1","Ia"
"SN2020lmd","2020/05/27","","0.011","49.1","Ia"
"SN2019gsc","2019/06/02","SBS 1436+529A","0.011","49.1","Ia-02cx"
"SN2019bvu","2019/03/17","ESO 274-G21","0.011","49.1","Ia"
"SN2020qdo","2020/07/23","","0.011","49.1","Ia"
"SN1991aa","1991/05/07","A124509-0619","0.011,0.0095","49.1","Ia"
"SN2000cj","2000/05/14","NGC 6753","0.011","49.1","Ia"
"SN2004gi","2004/11/17","MCG -05-25-32","0.011","49.1","Ia"
"PTF13cad","2013/07/30","","0.011","49.1","Ia"
"SN2012ae","2012/02/13","A085856+2303","0.011","49.1","Ia"
"SN2018kfv","2018/12/16","","0.011","49.1","Ia"
"SN2019ttf","2019/06/23","CGCG 143-017","0.011058","49.3527","Ia-02cx"
"SN2008cm","2008/05/24","NGC 2369","0.0111,0.0116,0.0108,0.0111","49.54","Ia"
"SN2004db","2004/06/28","NGC 7377","0.0111","49.54","Ia"
"SN2016aue","2016/03/06","IC 4723","0.011128","49.6678","Ia"
"ASASSN-16cu","2016/03/06","IC 4723","0.011128","49.6678","Ia"
"SN2019ovu","2019/08/28","IC 1783","0.011174","49.8748","Ia-02cx"
"SN2018fpm","2018/08/31","NGC 7267","0.011191","49.9513","Ia"
"SN1961P","1961/09/12","UGC 2069","0.0112","49.99","Ia"
"SN2020tld","2020/09/15","ESO 194-G21","0.011201","49.9964","Ia"
"SN2002cs","2002/05/05","NGC 6702","0.01577","50","Ia"
"SN2004ac","2004/02/29","IC 4769","0.015","50","Ia"
"SN2010ja","2010/10/15","NGC 2513","0.0156","50","Ia"
"SN2017glx","2017/09/03","NGC 6824","0.011294","50.415","Ia"
"SN2016asf","2016/03/06","KUG 0647+311","0.0113","50.44","Ia"
"SN2019hez","2019/06/07","2MFGC 14062","0.0113","50.44","Ia"
"ASASSN-14jc","2014/10/19","2MASX J07353554-6246099","0.011325","50.5546","Ia"
"SN2016fff","2016/08/23","UGC A 430","0.011441","51.0769","Ia"
"ASASSN-15ut","2015/12/30","NGC 88","0.011471","51.212","Ia"
"SN2007aj","2007/03/03","CGCG 270-024","0.011,0.03,0.0115,0.03,0.03","51.34","Ia"
"SN2012dq","2012/07/09","UGC 4067","0.011548","51.5587","Ia"
"SN2020adqy","2020/12/27","NGC 3500","0.011565","51.6353","Ia"
"SN2009kq","2009/11/05","MCG +05-21-01","0.0116,0.0124,0.0117,0.0126","51.79","Ia"
"SDSS-II SN 16121","2006/10/27","SDSS J31654.91-002121.2","0.0116","51.79","Ia"
"SN2014K","2014/01/22","MCG +12-09-21","0.011625","51.9055","Ia"
"SN2007fs","2007/07/15","ESO 601-G5","0.01719","52","Ia"
"SN2001bt","2001/05/24","IC 4830","0.01464","52","Ia"
"SN1972J","1972/08/13","NGC 7634","0.0116,0.0119,0.0131,0.0137","52","Ia"
"SN1976J","1976/12/15","NGC 977","0.0117,0.0157","52.24","Ia"
"SN2011fn","2011/06/29","A064830-6415","0.0117","52.24","Ia"
"SN2017glq","2017/09/02","IC 208","0.011755","52.4911","Ia"
"SN2021skf","2021/07/07","NGC 4777","0.011755","52.4911","Ia"
"asassn-15mc","2015/07/05","UGC 2295","0.0118","52.69","Ia"
"SN2009ev","2009/05/27","NGC 5026","0.011838","52.8651","Ia"
"SN1970J","1970/09/24","NGC 7619","0.0132,0.0135","53","Ia"
"SN2001er","2001/10/04","UGC 5301","0.01622,0.01615,0.016","53","Ia"
"SN2016gxq","2016/09/20","UGC 4308","0.0119","53.14","Ia"
"SN2016gfk","2016/09/11","IC 1657","0.011952","53.3788","Ia"
"SN2016cqz","2016/06/06","IC 4705","0.011972","53.4689","Ia"
"ASASSN-16fv","2016/06/06","IC 4705","0.011972","53.4689","Ia"
"SN2016blc","2016/03/30","GALEXASC J104848.62-201544.1","0.012","53.6","Ia"
"SN2012hd","2012/11/20","IC 1657","0.012","53.6","Ia"
"SN2002bj","2002/02/28","NGC 1821","0.012,0.012","53.6","II"
"SN2013hh","2013/12/12","UGC 6483","0.012","53.6","Ia-91T"
"SN2018cuh","2018/06/22","ESO 385-G45","0.012","53.6","Ia"
"SN2012id","2012/12/20","A044241+1834","0.012","53.6","Ia"
"SN2021soe","2021/07/08","","0.012","53.6","Ia"
"SN2021udg","2021/07/25","","0.012","53.6","Ia"
"ASASSN-14jz","2014/11/10","GALEXASC J184443.33-524819.2","0.012","53.6","Ia"
"PSN J21505094-7020289","2015/11/27","NGC 7123","0.012","53.6","Ia"
"ASASSN-16hw","2016/07/29","GALEXASC J215327.92-342420.8","0.012","53.6","Ia"
"SN2018ast","2018/04/08","NGC 3812","0.012012","53.6492","Ia-91bg"
"SN2017cfd","2017/03/16","IC 511","0.012085","53.9782","Ia"
"SN2004eo","2004/09/17","NGC 6928","0.014734,0.015701","54","Ia"
"SN2005hk","2005/10/30","UGC 272","0.01306,0.013004","54","Ia"
"SN1999da","1999/07/05","NGC 6411","0.01269,0.01269","54","Ia"
"SN1999ej","1999/10/18","NGC 495","0.01372","54","Ia"
"SN1991ag","1991/06/09","IC 4919","0.01422","54","Ia"
"SN2009mh","2009/12/12","NGC 3839","0.0197","54","Ia"
"SN2002et","2002/08/24","MCG -04-47-10","0.02741","54","Ia"
"SN2011gt","2011/09/26","IC 4913","0.0121","54.05","Ia"
"SN2007al","2007/03/10","2MASX J09591870-1928233","0.012122","54.1449","Ia"
"SN2021gmg","2021/03/19","","0.012128","54.172","Ia-91T"
"SN2021twa","2021/07/20","LEDA 2081372","0.012129","54.1765","Ia-91bg"
"AT2019hxc","2019/06/21","ESO 571-G6","0.012158","54.3072","Ia-91T"
"SN2005bc","2005/04/02","NGC 5698","0.012272","54.8211","Ia"
"SN2005kc","2005/11/09","NGC 7311","0.01512,0.01389,0.01512","55","Ia"
"SN1992al","1992/07/27","ESO 234-G69","0.0141,0.0132,0.0138,0.0135,0.0137,0.0157","55","Ia"
"SN1995bd","1995/12/19","UGC 3151","0.0152,0.0146,0.0155","55","Ia"
"SN2003hm","2003/08/20","UGC 2295","0.01392","55","Ia"
"SN2005ai","2005/02/12","NGC 2314","0.012762","55","Ia"
"SN2012ah","2012/02/21","NGC 7637","0.0124","55.4","Ia"
"SN2020akf","2020/01/20","KUG 0925+387B","0.012454","55.6418","Ia-91T"
"SN2015H","2015/02/10","NGC 3464","0.01246","55.669","Ia Pec"
"SN2017dps","2017/05/01","IC 4296","0.012465","55.6914","Ia"
"SN2018aqi","2018/04/06","NGC 3393","0.012509","55.8898","Ia"
"SN2011aa","2011/02/06","UGC 3906","0.012512","55.9034","Ia Pec?"
"SN2005el","2005/09/25","NGC 1819","0.014885,0.01491","56","Ia"
"SN2001ep","2001/10/03","NGC 1699","0.013012","56","Ia"
"SN1999dk","1999/08/12","UGC 1087","0.01496,0.01496","56","Ia"
"SN1997E","1997/01/14","NGC 2258","0.01354,0.01354","56","Ia"
"SN2006ou","2006/11/22","UGC 6588","0.0135,0.0146","56","Ia"
"ASASSN-13dd","2013/09/24","NGC 2765","0.012549","56.0703","Ia"
"MASTER OT J140216.0-533228.8","2019/01/21","ESO 174-G5","0.01257","56.165","Ia"
"SN1973N","1973/09/02","NGC 7495","0.0127,0.0134,0.0157","56.75","Ia"
"SN2001eg","2001/08/29","UGC 3885","0.0127","56.75","Ia"
"SN2016arc","2016/02/26","NGC 1272","0.012725","56.8642","Ia"
"SN1993C","1993/01/27","NGC 2954","0.01274","56.932","Ia"
"SN2007S","2007/01/29","UGC 5378","0.01388,0.015024,0.01388,0.01503","57","Ia"
"SN2001cn","2001/06/11","IC 4758","0.0155,0.0137","57","Ia"
"SN2002dl","2002/06/16","UGC 11994","0.016251","57","Ia Pec"
"SN2002cf","2002/04/13","NGC 4786","0.0155","57","Ia"
"SN1996bo","1996/10/18","NGC 673","0.01728","57","Ia"
"SN2009le","2009/11/16","ESO 478-6","0.017792","57","Ia"
"SN1968E","1968/03/21","NGC 2713","0.013","57","Ia"
"SN1996ca","1996/12/15","NGC 7300","0.016,0.017","57","Ia"
"SN2003em","2003/05/27","ESO 478-G6","0.018","57","Ia"
"SN2004bl","2004/04/29","MCG +00-31-42","0.01732,0.01739,0.018","57","Ia"
"SN2021dov","2021/02/22","CGCG 005-038","0.012797","57.189","Ia"
"SN2019knt","2019/07/03","ESO 375-G70","0.012826","57.3199","Ia"
"SN2019vju","2019/11/23","NGC 3514","0.012872","57.5275","Ia"
"SN2008R","2008/01/27","NGC 1200","0.012887","57.5952","Ia"
"SN2009kk","2009/10/15","2MFGC 3182","0.0129,0.0124,0.0125","57.65","Ia"
"SN2010V","2010/02/04","PGC 51710","0.0129","57.65","Ia"
"SN2009F","2009/01/04","NGC 1725","0.012909,0.012909","57.6944","Ia Pec"
"SN2021ads","2021/01/13","NGC 5215","0.012942","57.8434","Ia"
"SN2001cz","2001/07/04","NGC 4679","0.01538","58","Ia"
"SN1998ef","1998/10/18","UGC 646","0.01774,0.01774","58","Ia"
"SN1997cw","1997/07/10","NGC 105","0.01765,0.01765","58","Ia"
"SN2007A","2007/01/02","NGC 105","0.016463,0.01648,0.01765","58","Ia"
"SN2003gl","2003/07/05","NGC 7782","0.018,0.011","58","Ia"
"SN2009la","2009/11/12","NGC 1572","0.0204","58","Ia"
"SN2016hvl","2016/11/04","UGC 3524","0.013","58.1","Ia"
"SN2021win","2021/08/18","","0.013","58.1","Ia"
"SN2010jv","2010/11/14","NGC 2379","0.013","58.1","Ia"
"SN2020dvr","2020/03/03","ESO 566-G27","0.013","58.1","Ia"
"SN2001eb","2001/08/29","NGC 1589","0.013","58.1","Ia"
"SN2002by","2002/03/31","ESO 139-G34","0.013","58.1","Ia"
"SN1997de","1997/08/27","NGC 6769","0.013,0.013","58.1","Ia"
"SN1999gr","1999/12/13","MCG +05-29-24","0.013","58.1","Ia"
"SN2003gi","2003/05/17","IC 1561","0.013","58.1","Ia"
"PSN J19235601-5955321","2015/02/16","NGC 6782","0.013","58.1","Ia"
"SN1982C","1982/02/18","NGC 4185","0.013","58.1","Ia"
"SSS120420:204522-504405","2012/04/20","ESO 234-G67","0.013","58.1","Ia"
"SN2019gbx","2019/05/29","MCG -02-33-17","0.013059","58.3714","Ia"
"SN2019vrq","2019/11/28","GALEXASC J030421.67-160124.7","0.013079","58.4617","Ia-91T"
"SN2009im","2009/08/24","NGC 1355","0.0131","58.56","Ia"
"SN2008io","2008/12/26","MCG -02-33-17","0.0131","58.56","Ia"
"iPTF14bbr","2014/05/25","","0.013109","58.5971","Ia"
"SN2001V","2001/02/19","NGC 3987","0.01502,0.01502","59","Ia"
"SN1996bv","1996/11/03","UGC 3432","0.01667,0.01667","59","Ia"
"SN2009fk","2009/05/29","NGC 7364","0.0162","59","Ia"
"iPTF13ebh","2013/11/13","NGC 890","0.013269","59.3195","Ia"
"SN2011hr","2011/11/08","NGC 2691","0.013279","59.3646","Ia-91T"
"SN2019cth","2019/04/03","IC 1056","0.013344","59.6581","Ia"
"SN2020ssf","2020/09/06","NGC 7722","0.01335","59.685","Ia"
"SN2013dh","2013/06/12","NGC 5936","0.013356","59.7123","Ia"
"SN2008bi","2008/03/22","NGC 2618","0.0134,0.0144,0.0134","59.91","Ia"
"SN2008ee","2008/07/16","NGC 307","0.0134,0.0134","59.91","Ia"
"SN2011U","2011/01/28","UGC 2985","0.0134","59.91","Ia"
"SN2000dk","2000/09/18","NGC 382","0.01744,0.01744","60","Ia"
"SN2006N","2006/01/21","MCG +11-08-12","0.014277","60","Ia"
"SN2005as","2005/01/21","NGC 3450","0.01343","60.047","Ia"
"SN2017iji","2017/11/20","NGC 4174","0.013493","60.331","Ia"
"ASASSN-15uh","2015/12/18","KUG 0925+693","0.0135,0.0134","60.36","Ia Pec"
"SN1991as","1991/08/19","[M91k] 224610+0754.6","0.0135","60.36","Ia"
"SN2008hi","2008/11/21","MCG -01-02-15","0.0135","60.36","Ia"
"SN2008hv","2008/12/02","NGC 2765","0.013581,0.012549","60.7285","Ia"
"SN1998dj","1998/08/08","NGC 788","0.0136","60.81","Ia"
"SN2006B","2006/01/08","UGC 12538","0.016335","61","Ia"
"SN2004fd","2004/10/21","NGC 1060","0.01731","61","Ia"
"SN2016iuh","2016/12/09","UGC 7367","0.013696","61.2481","Ia-91bg"
"SN2019arb","2019/02/08","UGC 7367","0.013696","61.2481","Ia"
"SN2015ab","2015/07/10","NGC 938","0.0137","61.27","Ia"
"SN2019uat","2019/11/02","IC 737","0.013706","61.2933","Ia"
"AT2017kdz","2017/04/09","NGC 5516","0.013753","61.5056","Ia"
"SN2019khf","2019/07/03","TOLOLO 00091","0.013756","61.5192","Ia"
"SN2018zz","2018/03/03","NGC 5419","0.013763","61.5508","Ia"
"SN2020alh","2020/01/19","NGC 5419","0.013763","61.5508","Ia"
"SN2004cb","2004/05/12","ESO 445-G20","0.01377","61.582","Ia"
"SN2020rxv","2020/08/03","","0.013786","61.6547","Ia"
"SDSS-SN-081","2007/06/21","","0.013794","61.6909","Ia"
"SN2005al","2005/02/24","NGC 5304","0.013286,0.012402","62","Ia"
"SN2002ha","2002/10/21","NGC 6962","0.014046","62","Ia"
"SN2002jg","2002/11/23","NGC 7253","0.01574","62","Ia"
"SN1969C","1969/02/09","NGC 3811","0.01057,0.00935,0.00962,0.0126","62","Ia"
"SN2008J","2008/01/15","MCG -02-07-33","0.015874","62","Ia"
"SN1995Y","1995/08/28","NGC 410","0.018","62","Ia"
"SN2003dt","2003/04/22","NGC 6962","0.01447,0.014","62","Ia"
"SN2016cvn","2016/06/05","NGC 4708","0.013896","62.1518","Ia"
"iPTF13akc","2013/04/10","","0.013896","62.1518","Ia"
"SN2018ebk","2018/07/16","MCG +04-48-02","0.0139","62.17","Ia"
"SN2011dx","2011/06/27","NGC 1376","0.0139","62.17","Ia-pec."
"SN2019voo","2019/11/25","NGC 4263","0.01391","62.215","Ia"
"ASASSN-15mc","2015/07/05","UGC 2295","0.013916","62.2422","Ia"
"SN2020acma","2020/12/12","ESO 437-G19","0.013923","62.2739","Ia"
"SN1993ab","1993/09/24","NGC 1164","0.01393","62.305","Ia"
"SN2006H","2006/01/15","2MASX J03260105+4041403","0.01399","62.577","Ia"
"SN2014ao","2014/04/17","NGC 2615","0.014","62.6","Ia"
"SN2012dk","2012/06/26","ESO 50-G6","0.014","62.6","Ia"
"SN2013gq","2013/03/25","NGC 2554","0.014","62.6","Ia"
"SN2016gfr","2016/09/12","PGC 1693718","0.014","62.6","Ia"
"SN2004cs","2004/06/23","UGC 11001","0.014","62.6","Ia-02cx"
"SN2019bjm","2019/03/01","ESO 420-G3","0.014","62.6","Ia"
"SN2016gtr","2016/09/30","","0.014","62.6","Ia"
"SN2021sos","2021/07/08","WISEA J104537.24-252616.9","0.014","62.6","Ia"
"SN2017jfw","2017/12/26","NGC 5153","0.014","62.6","Ia-91bg"
"SN1990L","1990/04/28","MCG +04-37-10","0.014","62.6","Ia"
"SN1992bf","1992/10/02","NGC 930","0.014","62.6","Ia Pec"
"SN1996bn","1996/10/17","UGC 3430","0.014","62.6","Ia"
"SN1996by","1996/12/14","UGC 3379","0.014","62.6","Ia"
"ASASSN-14kr","2014/11/23","GALEXASC J125413.02-073849.5","0.014","62.6","Ia"
"SN2011bf","2011/03/24","A134903-2803","0.014","62.6","Ia"
"SN2011gb","2011/09/24","A013343+3448","0.014","62.6","Ia"
"ASASSN-15jo","2015/05/20","Abell S753","0.014,0.011","62.6","Ia"
"SN2012gx","2012/11/18","MCG -02-02-72","0.014","62.6","Ia"
"SDSS2744-54272-561","2007/06/21","","0.014","62.6","Ia"
"SN2017ffv","2017/07/10","ESO 384-G18","0.01401","62.667","Ia"
"SN2013gy","2013/12/06","NGC 1418","0.014023","62.7258","Ia"
"SN2019fck","2019/05/13","NGC 5243","0.014026","62.7394","Ia"
"SN2006hb","2006/09/27","MCG -04-12-34","0.015337,0.015344","63","Ia"
"SN2004ey","2004/10/14","UGC 11816","0.014627,0.015786","63","Ia"
"SN2001bf","2001/05/03","MCG +04-42-22","0.015501","63","Ia"
"SN2014da","2014/08/07","NGC 128","0.0141","63.07","Ia"
"SN2007hj","2007/09/01","NGC 7461","0.01411,0.01289,0.01411","63.119","Ia"
"SN2018hme","2018/10/20","MCG -03-25-10","0.014123","63.1779","Ia"
"SN2021wcu","2021/08/13","","0.0142","63.53","Ia"
"SN2019uoo","2019/11/02","MCG -02-22-24","0.014223","63.63","Ia"
"SN2020dxa","2020/03/03","MRK 0492","0.014233","63.6752","Ia"
"ASASSN-15kg","2015/05/27","2MASX J08401168-0435369","0.014257","63.7838","Ia"
"PSN 2143+4334","2015/07/06","UGC 11797","0.01427","63.843","Ia"
"SN2009bt","2009/03/22","UGC 2542","0.0143","63.98","Ia"
"SN1999aa","1999/02/11","NGC 2595","0.01444,0.01444","64","Ia Pec"
"SN2001en","2001/09/26","NGC 523","0.015871","64","Ia"
"SN2007N","2007/01/21","MCG -01-33-12","0.012879","64","Ia Pec"
"SN2001fe","2001/11/02","UGC 5129","0.013539","64","Ia"
"SN2005mz","2005/12/31","NGC 1275","0.017559","64","Ia"
"SN1994S","1994/06/04","NGC 4495","0.01518,0.01518","64","Ia"
"SN2016bsa","2016/04/22","UGC 11898","0.01431","64.023","Ia"
"SN2017fvl","2017/07/26","UGC 2358","0.014343","64.1727","Ia"
"SN2016fnr","2016/08/29","UGC 10502","0.014367","64.2812","Ia"
"SN2020fcw","2020/03/28","NGC 5635","0.014397","64.4169","Ia"
"SN2017cjr","2017/03/21","ESO 442-G15","0.01444","64.611","Ia"
"SN2017fzy","2017/08/05","IC 2124","0.014453","64.6702","Ia"
"SN2011K","2011/01/13","CSS J044530.38-072054.7","0.0145","64.88","Ia"
"SN2020fhs","2020/03/29","CGCG 108-053","0.0145","64.88","Ia-91bg"
"SN2014ci","2014/07/16","PGC 166758","0.014527","65.0049","Ia"
"SN2011df","2011/05/21","NGC 6801","0.014547","65.0954",".Ia"
"SN2001dm","2001/08/07","NGC 749","0.01455","65.109","Ia"
"SN2012fm","2012/10/21","UGC 3528","0.014553","65.1225","Ia"
"SN2019so","2019/01/12","NGC 4622","0.014567","65.1859","Ia-91bg"
"SN2018jky","2018/12/05","NGC 1329","0.01458","65.245","Ia"
"SN2005dh","2005/08/10","MCG +04-37-55","0.01459,0.015","65.29","Ia"
"SN2017lf","2017/01/22","NGC 1233","0.0146","65.34","Ia"
"SN2021bmx","2021/02/02","ESO 317-G6","0.01463","65.471","Ia"
"ZTF19aakswlj","2019/02/27","UGC 9543","0.014632","65.4799","Ia"
"SN2020yzn","2020/11/06","ESO 142-G19","0.014643","65.5297","Ia-91bg"
"OGLE-2012-SN-040","2012/11/24","","0.01469","65.742","Ia"
"SN2011di","2011/05/13","IC 4754","0.0147","65.79","Ia"
"SN2014cg","2014/07/18","UGC 11512","0.0147","65.79","Ia"
"SN1998de","1998/07/23","NGC 252","0.01647,0.01665","66","Ia Pec"
"SN2008eo","2008/08/03","UGC 442","0.0164","66","Ia"
"SN2000ce","2000/05/08","UGC 4195","0.01631","66","Ia"
"SN2007cs","2007/06/24","UGC 12798","0.01756","66","Ia"
"SN1997Y","1997/02/02","NGC 4675","0.01587,0.01587","66","Ia"
"SN2019ibj","2019/06/23","CGCG 554-016","0.014774","66.1225","Ia"
"SN2012gm","2012/11/19","NGC 7580","0.0148","66.24","Ia"
"ASASSN-14jg","2014/10/21","PGC 128348","0.014827","66.3623","Ia"
"SN2013eg","2013/06/10","ESO 501-G84","0.014834","66.394","Ia"
"SN2017cze","2017/04/11","NGC 3546","0.01486","66.512","Ia"
"SN2016adi","2016/02/03","NGC 5292","0.014897","66.6791","Ia"
"SN2016eqa","2016/08/05","","0.0149","66.69","Ia-91bg"
"Gaia16aks","2015/09/27","ESO 357-G 005","0.014903","66.7063","Ia"
"SN2009D","2009/01/02","MCG -03-10-52","0.025007","67","Ia"
"SN1998V","1998/03/10","NGC 6627","0.01759,0.01757","67","Ia"
"SN2016ccz","2016/05/13","MRK 685","0.015","67.1","Ia"
"SN2018feb","2018/08/16","CGCG 139-041","0.015","67.1","Ia"
"SN2012fz","2012/06/27","ESO 185-G54","0.015,0.014","67.1","Ia"
"SN2015B","2015/01/05","NGC 4782","0.015","67.1","Ia"
"SN2020abql","2020/12/05","ESO 18-G6","0.015","67.1","Ia"
"SN2020cdj","2020/02/08","","0.015","67.1","Ia"
"SSS130311:130508-375705","2013/03/11","","0.015","67.1","Ia"
"SN2014H","2014/01/14","A033701+3204","0.015","67.1","Ia"
"SN1997dp","1997/11/01","NGC 969","0.015,0.015","67.1","Ia"
"SN2005ev","2005/10/06","UGC 1990","0.015","67.1","Ia"
"SN2006dr","2006/07/17","NGC 1288","0.015","67.1","Ia"
"SN2006P","2006/01/23","MCG -02-09-29","0.015","67.1","Ic"
"SN2009lp","2009/11/17","A103728-2739","0.015,0.015","67.1","Ia"
"ASASSN-14hu","2014/09/27","ESO 58-G12","0.015","67.1","Ia"
"LSQ13bug","2013/08/25","ESO 530-G6","0.015","67.1","Ia"
"SN2011hd","2011/10/24","PGC 28823","0.015","67.1","Ia"
"SN2011hh","2011/10/26","A025704+4947","0.015","67.1","Ia"
"SN2011iq","2011/10/29","A024849-0804","0.015,0.083","67.1","Ia"
"SNhunt163","2012/12/17","NGC 2924","0.015","67.1","Ia"
"SN2016dwu","2015/09/27","ESO 357-G5","0.015","67.1","Ia"
"SN2018ekt","2018/07/08","","0.015","67.1","Ia"
"SN2019bek","2019/02/12","2MASS J06173280+6229","0.015","67.1","Ia"
"SN1986N","1986/12/11","NGC 1667","0.015","67.1","Ia"
"SN1987I","1987/07/02","IC 4963","0.015","67.1","Ia"
"SN1989P","1989/09/03","NGC 6636","0.015","67.1","Ia"
"SN2020hni","2020/04/16","","0.015","67.1","Ia"
"SN2016cbx","2016/04/27","SDSS J115054.45+021828.1","0.015,0.029","67.1","Ia"
"SN2020clq","2020/02/14","NGC 1613","0.015007","67.177","Ia"
"SN2017hju","2017/10/14","NGC 974","0.01501","67.191","Ia"
"SN2000dm","2000/09/24","UGC 11198","0.01503,0.01507","67.281","Ia"
"SN2021bjb","2021/01/29","LEDA 89838","0.01503","67.281","Ia"
"ASASSN-15ak","2015/01/09","UGC 110","0.015034","67.2993","Ia Pec"
"SN1975G","1975/06/11","MCG +09-23-25","0.0151","67.6","Ia"
"SN2017gjn","2017/08/24","NGC 1067","0.01512","67.689","Ia"
"SN2020adcb","2020/12/19","","0.01512","67.689","Ia"
"SN2013hn","2013/12/13","IC 4329","0.01514","67.779","Ia"
"SN2017jav","2017/12/19","CGCG 285-013","0.01517","67.915","Ia"
"SN2005de","2005/08/02","UGC 11097","0.015184","67.9784","Ia"
"SN2002fb","2002/09/06","NGC 759","0.015567","68","Ia-91bg"
"SN2001dn","2001/08/14","NGC 662","0.01886","68","Ia"
"SN1991bj","1991/12/30","IC 344","0.01815","68","Ia-02cx"
"SN2010H","2010/01/16","IC 494","0.0152,0.0154","68.05","Ia"
"SN2013en","2013/07/30","UGC 11369","0.015207","68.0825","Ia"
"SN2001L","2001/01/18","MCG -01-30-11","0.01523","68.187","Ia"
"SN2010ju","2010/11/14","UGC 3341","0.015244","68.2501","Ia"
"SN2020aatc","2020/11/23","MCG -02-08-07","0.015254","68.2954","Ia"
"SN2009ic","2009/08/05","MCG -01-13-33","0.0153","68.5","Ia"
"SN2018chl","2018/05/30","ESO 267-G11","0.015347","68.7165","Ia-91bg"
"SN2013fg","2013/09/02","NGC 2578","0.015347","68.7165","Ia"
"SN2008bt","2008/04/13","NGC 3404","0.01536","68.775","Ia"
"SN2020jhf","2020/05/08","UGC 8325","0.015371","68.8252","Ia"
"SN2008fa","2008/08/20","NGC 6722","0.0154","68.96","Ia"
"SN2005S","2005/01/22","UGC 9037","0.02","69","Ia"
"SN2017guh","2017/09/18","ESO 486-G19","0.015427","69.0789","Ia"
"SN2018jwi","2018/12/14","2MASX J06183926-5428139","0.015457","69.2148","Ia"
"SN2013H","2013/01/06","ESO 36-G19","0.015487","69.3507","Ia"
"SN2007ss","2007/12/20","NGC 4617","0.0155,0.0161,0.0155","69.41","Ia"
"PSN J20435314+1230304","2015/07/11","NGC 6956","0.0155","69.41","Ia"
"SN1996P","1996/03/25","NGC 5335","0.0155","69.41","Ia"
"SN2004gz","2004/12/28","MCG +10-23-45","0.0155","69.41","Ia"
"SN2013fa","2013/08/25","NGC 6956","0.015511","69.4594","Ia"
"SN2021dn","2021/01/03","IC 2282","0.015514","69.473","Ia"
"PSN J01340299-0104458","2014/08/06","UGC 1120","0.015561","69.6859","Ia"
"SN2021xju","2021/08/31","ESO 186-G37","0.015577","69.7584","Ia"
